,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
9655,826245858.0,Attrited Customer,,,2.0,Graduate,Single,$80K - $120K,Silver,40.0,3.0,4.0,6.0,34516.0,0.0,34516.0,0.801,7661.0,79.0,1.079,0.0,0.99942,0.00058361
9656,712966458.0,Existing Customer,51.0,M,0.0,Unknown,Married,$80K - $120K,Blue,,3.0,2.0,3.0,8065.0,0.0,8065.0,,14807.0,115.0,0.769,0.0,0.00018057,0.99982
9657,709467183.0,Existing Customer,56.0,M,3.0,Graduate,Married,$60K - $80K,,40.0,3.0,3.0,2.0,20501.0,561.0,19940.0,0.779,15162.0,99.0,0.678,0.027,0.00018665,0.99981
9658,710529708.0,Existing Customer,41.0,M,3.0,College,Single,$60K - $80K,Blue,36.0,3.0,3.0,1.0,23260.0,1476.0,21784.0,0.975,15140.0,105.0,0.81,0.063,0.00010944,0.99989
9659,789817833.0,Attrited Customer,44.0,F,5.0,Post-Graduate,Unknown,Less than $40K,Blue,33.0,3.0,3.0,2.0,9073.0,2466.0,6607.0,0.446,6793.0,60.0,1.069,0.272,,0.00455475
9660,712363158.0,Existing Customer,36.0,M,1.0,,Single,$60K - $80K,Blue,24.0,3.0,2.0,1.0,,1299.0,18802.0,0.858,14732.0,115.0,0.855,0.065,6.4428e-05,0.99994
9661,717060858.0,Attrited Customer,31.0,M,,Graduate,Married,Less than $40K,Blue,36.0,3.0,2.0,3.0,6911.0,2517.0,4394.0,0.934,8123.0,71.0,0.732,0.364,0.99395,0.00605
9662,718060983.0,Existing Customer,49.0,F,1.0,Graduate,Married,Less than $40K,Blue,36.0,2.0,3.0,2.0,3423.0,2186.0,1237.0,0.671,14037.0,120.0,0.875,0.639,0.00016883,0.99983
9663,711600033.0,Existing Customer,40.0,F,3.0,College,Single,Less than $40K,Silver,36.0,2.0,1.0,0.0,10729.0,0.0,10729.0,0.68,14364.0,108.0,0.636,0.0,1.8519e-05,0.99998
9664,709910733.0,Existing Customer,49.0,,4.0,High School,Single,Unknown,Silver,30.0,2.0,3.0,2.0,34516.0,1963.0,32553.0,0.758,13174.0,86.0,0.792,0.057,0.0001657,0.99983
9665,757291008.0,Attrited Customer,46.0,M,4.0,Unknown,Married,$80K - $120K,Blue,39.0,3.0,3.0,2.0,34516.0,289.0,34227.0,0.95,8964.0,76.0,1.054,0.008,0.9952,0.00479863
9666,819376683.0,Existing Customer,54.0,M,1.0,Unknown,Single,$80K - $120K,Blue,49.0,2.0,3.0,3.0,28570.0,2027.0,26543.0,0.749,15130.0,102.0,0.759,0.071,0.00031211,0.99969
9667,720458883.0,Existing Customer,29.0,M,1.0,High School,Married,$60K - $80K,Blue,16.0,3.0,2.0,1.0,12495.0,2517.0,9978.0,0.827,14524.0,106.0,0.683,0.201,6.2633e-05,0.99994
9668,708963258.0,Attrited Customer,46.0,M,3.0,College,Married,$60K - $80K,Blue,,3.0,3.0,2.0,13344.0,1907.0,11437.0,0.832,8534.0,86.0,0.83,0.143,0.99452,0.00548
9669,711746133.0,Attrited Customer,50.0,M,,Unknown,Single,$120K +,Blue,37.0,4.0,3.0,2.0,32563.0,0.0,32563.0,1.013,9220.0,81.0,0.884,0.0,0.99464,0.00536
9670,715249533.0,Existing Customer,49.0,F,3.0,Graduate,Single,Unknown,Blue,36.0,3.0,2.0,2.0,3375.0,0.0,3375.0,0.629,13992.0,103.0,0.807,0.0,0.00011811,0.99988
9671,708522033.0,Existing Customer,50.0,M,2.0,College,Married,$60K - $80K,Blue,36.0,2.0,2.0,1.0,12299.0,1664.0,10635.0,0.879,15060.0,90.0,0.915,0.135,6.6734e-05,0.99993
9672,708496833.0,Attrited Customer,60.0,M,1.0,High School,Single,Less than $40K,Blue,50.0,4.0,4.0,5.0,4613.0,0.0,4613.0,0.978,8970.0,78.0,1.294,0.0,0.99899,0.00101395
9673,717464958.0,Existing Customer,55.0,F,2.0,Doctorate,Married,Less than $40K,Silver,36.0,3.0,2.0,1.0,10858.0,0.0,10858.0,0.787,14475.0,111.0,0.682,0.0,8.9751e-05,0.99991
9674,751166508.0,Existing Customer,57.0,M,3.0,Post-Graduate,Single,$80K - $120K,Blue,50.0,3.0,1.0,1.0,34516.0,2293.0,32223.0,0.799,14287.0,114.0,0.754,0.066,4.0554e-05,0.99996
9675,795218883.0,Existing Customer,47.0,M,3.0,High School,Married,$60K - $80K,Blue,41.0,2.0,3.0,3.0,4207.0,1556.0,2651.0,0.658,15312.0,122.0,0.718,0.37,0.00030516,0.99969
9676,710856558.0,Existing Customer,45.0,F,2.0,Graduate,Married,Less than $40K,Blue,36.0,2.0,3.0,1.0,,1889.0,1447.0,0.85,13989.0,105.0,0.567,0.566,0.00010848,0.99989
9677,721107258.0,Existing Customer,45.0,F,5.0,Unknown,Unknown,Less than $40K,Blue,37.0,2.0,2.0,2.0,5465.0,1967.0,3498.0,0.644,14192.0,115.0,0.667,0.36,0.00012916,0.99987
9678,716457783.0,Existing Customer,55.0,F,1.0,College,Single,Less than $40K,Silver,36.0,3.0,1.0,3.0,12633.0,1661.0,10972.0,0.718,14378.0,98.0,0.69,0.131,7.6385e-05,0.99992
9679,710810883.0,Existing Customer,39.0,M,1.0,College,Single,$80K - $120K,Blue,36.0,3.0,1.0,3.0,34516.0,1260.0,33256.0,0.877,14576.0,95.0,0.759,0.037,8.4537e-05,0.99992
9680,710895708.0,Attrited Customer,35.0,F,0.0,Doctorate,Married,Less than $40K,Blue,27.0,2.0,3.0,2.0,3876.0,0.0,3876.0,0.848,7712.0,73.0,0.825,0.0,0.99554,0.00445616
9681,789200208.0,Existing Customer,40.0,F,4.0,Uneducated,Married,,Blue,29.0,2.0,3.0,3.0,3326.0,2181.0,1145.0,0.827,13583.0,110.0,0.746,0.656,0.0003262,0.99967
9682,718578708.0,Existing Customer,49.0,M,4.0,Post-Graduate,Single,$120K +,Silver,38.0,3.0,3.0,1.0,34516.0,1562.0,32954.0,0.618,14212.0,100.0,0.667,0.045,0.00012095,0.99988
9683,719859033.0,Attrited Customer,32.0,M,3.0,Graduate,Married,$40K - $60K,Blue,20.0,2.0,2.0,2.0,3264.0,0.0,3264.0,0.549,6439.0,63.0,0.75,0.0,0.99161,0.00839
9684,713036208.0,Existing Customer,46.0,M,1.0,Graduate,Married,$40K - $60K,Blue,27.0,2.0,2.0,2.0,6903.0,2091.0,4812.0,0.919,15751.0,107.0,0.911,0.303,0.00010684,0.99989
9685,771769383.0,Existing Customer,42.0,F,3.0,Unknown,Married,Less than $40K,Blue,31.0,2.0,3.0,2.0,2940.0,0.0,2940.0,0.962,14792.0,120.0,0.875,0.0,0.00020516,0.99979
9686,718316058.0,Existing Customer,51.0,M,1.0,Uneducated,Married,$60K - $80K,Blue,38.0,3.0,3.0,1.0,13731.0,1375.0,12356.0,0.878,14826.0,99.0,0.707,0.1,0.00010469,0.9999
9687,710155983.0,Attrited Customer,52.0,M,1.0,Unknown,Single,$40K - $60K,Blue,36.0,3.0,3.0,4.0,4826.0,0.0,4826.0,0.954,8585.0,62.0,1.0,0.0,0.99813,0.00187387
9688,779571708.0,Attrited Customer,43.0,,5.0,Graduate,Married,$60K - $80K,Blue,25.0,1.0,2.0,3.0,4259.0,,4259.0,0.934,7993.0,71.0,0.651,0.0,0.99497,0.00503
9689,718042383.0,Existing Customer,38.0,M,1.0,Uneducated,Unknown,$40K - $60K,Blue,,3.0,3.0,3.0,3523.0,1379.0,2144.0,0.71,15108.0,118.0,0.71,0.391,0.00029196,0.99971
9690,710244108.0,Existing Customer,44.0,M,3.0,College,Married,$60K - $80K,Gold,34.0,3.0,1.0,3.0,34516.0,1543.0,32973.0,0.774,13967.0,101.0,0.712,0.045,0.00010767,0.99989
9691,806649333.0,Existing Customer,47.0,F,4.0,High School,Unknown,Unknown,Blue,42.0,3.0,3.0,2.0,16998.0,1404.0,15594.0,0.785,13977.0,127.0,0.693,0.083,0.00018339,0.99982
9692,789280683.0,Existing Customer,56.0,M,2.0,Graduate,Single,$120K +,Blue,45.0,2.0,2.0,3.0,11714.0,898.0,10816.0,0.726,13956.0,122.0,0.718,0.077,0.00019143,0.99981
9693,713318733.0,Attrited Customer,32.0,M,0.0,College,Single,$60K - $80K,Blue,24.0,3.0,2.0,3.0,4097.0,0.0,4097.0,0.836,8376.0,64.0,0.684,0.0,0.99378,0.00622
9694,709611183.0,Attrited Customer,41.0,F,3.0,High School,Married,Less than $40K,Blue,31.0,3.0,3.0,3.0,3952.0,0.0,3952.0,1.002,8241.0,82.0,0.952,0.0,0.99673,0.00326528
9695,712441308.0,Attrited Customer,41.0,F,4.0,Unknown,Single,Unknown,Blue,25.0,2.0,2.0,3.0,29295.0,0.0,29295.0,1.411,9865.0,65.0,0.711,0.0,0.99549,0.00451007
9696,709315383.0,Existing Customer,31.0,F,0.0,Post-Graduate,Single,Unknown,Blue,36.0,3.0,3.0,1.0,26423.0,0.0,26423.0,0.671,13575.0,108.0,0.77,0.0,0.00010953,0.99989
9697,710141208.0,Existing Customer,45.0,,4.0,Uneducated,Married,Less than $40K,Blue,37.0,3.0,3.0,1.0,3196.0,1817.0,1379.0,0.731,13300.0,104.0,0.677,0.569,0.00011697,0.99988
9698,711684408.0,Attrited Customer,50.0,F,0.0,Graduate,Married,Less than $40K,Blue,38.0,2.0,3.0,1.0,4935.0,1574.0,3361.0,1.01,8527.0,84.0,0.5,0.319,0.98937,0.01063
9699,758331483.0,Existing Customer,31.0,M,0.0,Graduate,Single,$60K - $80K,Silver,24.0,2.0,2.0,2.0,34516.0,984.0,33532.0,0.913,15347.0,109.0,0.787,0.029,8.8254e-05,0.99991
9700,715825458.0,Attrited Customer,47.0,M,2.0,Graduate,Married,$80K - $120K,Blue,36.0,3.0,3.0,2.0,12933.0,2239.0,10694.0,0.445,6564.0,56.0,0.514,0.173,0.99447,0.00553
9701,708248358.0,Existing Customer,42.0,M,4.0,Graduate,Unknown,$60K - $80K,Silver,30.0,3.0,1.0,3.0,29937.0,0.0,29937.0,0.746,14863.0,109.0,0.627,0.0,8.7785e-05,0.99991
9702,779808333.0,Existing Customer,48.0,F,2.0,Graduate,Single,Less than $40K,Blue,,2.0,1.0,2.0,8881.0,1901.0,,0.808,15530.0,110.0,0.692,0.214,5.5077e-05,0.99994
9703,715989108.0,Existing Customer,52.0,M,3.0,Unknown,Single,$80K - $120K,,42.0,3.0,3.0,3.0,27514.0,1834.0,25680.0,0.769,12841.0,100.0,0.786,0.067,0.00034503,0.99965
9704,714912408.0,Existing Customer,45.0,M,2.0,Uneducated,Married,$80K - $120K,Blue,37.0,3.0,1.0,1.0,32275.0,1845.0,30430.0,0.841,14917.0,88.0,0.796,0.057,3.415e-05,0.99997
9705,827683383.0,Existing Customer,48.0,,3.0,Uneducated,Divorced,Less than $40K,Blue,44.0,3.0,2.0,1.0,4107.0,2517.0,1590.0,0.779,16027.0,112.0,0.723,0.613,7.3235e-05,0.99993
9706,719595708.0,Existing Customer,53.0,F,,High School,Married,Unknown,Blue,47.0,3.0,1.0,1.0,7469.0,1294.0,6175.0,0.869,15212.0,124.0,0.746,0.173,3.2288e-05,0.99997
9707,711566208.0,Existing Customer,58.0,F,3.0,Graduate,Married,Less than $40K,Blue,36.0,2.0,2.0,2.0,5023.0,1857.0,3166.0,0.631,14111.0,98.0,0.69,0.37,0.00011811,0.99988
9708,711161133.0,Attrited Customer,36.0,F,2.0,Unknown,Single,Less than $40K,Blue,36.0,2.0,3.0,3.0,6071.0,0.0,6071.0,0.912,9338.0,59.0,0.903,0.0,0.997,0.00299743
9709,715052583.0,Existing Customer,45.0,M,3.0,Doctorate,Single,$60K - $80K,Silver,34.0,3.0,3.0,1.0,27494.0,879.0,26615.0,0.671,14375.0,112.0,0.672,0.032,0.00014718,0.99985
9710,714586458.0,Existing Customer,41.0,F,1.0,High School,Divorced,Less than $40K,Blue,36.0,2.0,3.0,1.0,7106.0,2031.0,5075.0,0.746,16377.0,124.0,0.746,0.286,9.8983e-05,0.9999
9711,711523533.0,Existing Customer,43.0,M,5.0,Post-Graduate,Single,$60K - $80K,Blue,,3.0,3.0,1.0,17230.0,,,0.788,14781.0,130.0,0.857,0.105,0.00013178,0.99987
9712,756658083.0,Existing Customer,49.0,M,,Post-Graduate,Single,$80K - $120K,Blue,42.0,3.0,2.0,1.0,30885.0,2018.0,28867.0,0.904,17350.0,115.0,0.62,0.065,8.4706e-05,0.99992
9713,709247808.0,Existing Customer,53.0,,1.0,Unknown,Unknown,Less than $40K,Blue,43.0,2.0,2.0,2.0,3629.0,2517.0,1112.0,0.735,14205.0,102.0,0.759,0.694,0.00011743,0.99988
9714,,Attrited Customer,39.0,M,2.0,Uneducated,Married,$120K +,Silver,19.0,2.0,1.0,2.0,34516.0,796.0,33720.0,0.841,7721.0,75.0,0.667,0.023,0.98083,0.01917
9715,717135333.0,Existing Customer,,F,1.0,,Single,Unknown,Blue,36.0,3.0,2.0,2.0,17970.0,1390.0,16580.0,0.724,13204.0,97.0,0.796,0.077,0.00010684,0.99989
9716,716150358.0,Existing Customer,38.0,M,3.0,Graduate,Married,Less than $40K,Silver,27.0,3.0,2.0,3.0,10343.0,2070.0,8273.0,0.747,14805.0,115.0,0.769,0.2,0.00017949,0.99982
9717,717457008.0,Attrited Customer,43.0,M,3.0,Uneducated,Single,$40K - $60K,Blue,36.0,3.0,3.0,3.0,9267.0,0.0,9267.0,0.866,7991.0,90.0,1.093,0.0,0.99691,0.00308778
9718,711822933.0,Existing Customer,55.0,F,2.0,College,Married,$40K - $60K,Blue,45.0,2.0,3.0,3.0,2985.0,1651.0,1334.0,0.693,14187.0,103.0,0.873,0.553,0.00029411,0.99971
9719,803968233.0,Existing Customer,39.0,F,2.0,Uneducated,Married,Less than $40K,Silver,34.0,3.0,3.0,3.0,14386.0,2517.0,11869.0,0.735,13377.0,114.0,0.869,0.175,0.00028105,0.99972
9720,779037408.0,Existing Customer,38.0,M,1.0,High School,Single,$40K - $60K,Blue,19.0,2.0,3.0,3.0,3581.0,694.0,2887.0,0.673,14637.0,109.0,0.787,0.194,0.00027604,0.99972
9721,709007883.0,Existing Customer,37.0,M,2.0,Graduate,Married,Less than $40K,Blue,28.0,2.0,2.0,3.0,3079.0,1267.0,1812.0,0.65,14540.0,104.0,0.552,0.411,0.00019143,0.99981
9722,714635883.0,Existing Customer,48.0,F,2.0,Unknown,Single,Less than $40K,Blue,37.0,3.0,3.0,2.0,3594.0,1996.0,1598.0,0.795,14881.0,109.0,0.703,0.555,0.00019771,0.9998
9723,779914383.0,Existing Customer,34.0,M,1.0,Uneducated,Married,$60K - $80K,Blue,18.0,3.0,2.0,2.0,10488.0,1636.0,8852.0,0.681,14719.0,116.0,0.681,0.156,0.00010985,0.99989
9724,712841883.0,Attrited Customer,50.0,M,3.0,College,Single,$80K - $120K,Silver,36.0,3.0,3.0,2.0,34516.0,2517.0,31999.0,0.735,7155.0,66.0,0.65,0.073,0.99394,0.00606
9725,719582058.0,Attrited Customer,41.0,M,3.0,Doctorate,Single,$80K - $120K,Blue,29.0,2.0,2.0,3.0,24001.0,1629.0,22372.0,0.965,9102.0,75.0,0.974,0.068,0.99653,0.00346592
9726,708387933.0,Existing Customer,49.0,F,2.0,Post-Graduate,Married,Less than $40K,Blue,37.0,2.0,1.0,,5500.0,0.0,5500.0,0.675,14357.0,110.0,0.618,0.0,6.4807e-05,0.99994
9727,717251508.0,Existing Customer,37.0,M,1.0,Uneducated,Married,$120K +,Blue,17.0,1.0,1.0,3.0,34516.0,0.0,34516.0,0.776,14127.0,116.0,0.731,0.0,8.9404e-05,0.99991
9728,710699283.0,Existing Customer,46.0,M,2.0,Graduate,Single,$120K +,Blue,28.0,1.0,1.0,1.0,7790.0,1921.0,5869.0,0.789,14567.0,131.0,0.617,0.247,3.3214e-05,0.99997
9729,709141908.0,Existing Customer,53.0,M,2.0,Graduate,Married,$80K - $120K,Blue,41.0,2.0,3.0,1.0,10301.0,2451.0,7850.0,0.906,16359.0,111.0,0.657,0.238,0.00010848,0.99989
9730,720356133.0,Existing Customer,48.0,F,4.0,High School,Single,Unknown,Blue,36.0,2.0,3.0,1.0,23939.0,1419.0,22520.0,0.785,14812.0,101.0,0.804,0.059,0.0001106,0.99989
9731,717788958.0,Existing Customer,31.0,M,0.0,Graduate,Divorced,$80K - $120K,,19.0,1.0,1.0,2.0,21615.0,570.0,21045.0,0.737,16464.0,103.0,0.717,0.026,4.7263e-05,0.99995
9732,778563858.0,Existing Customer,40.0,F,3.0,Uneducated,Married,Less than $40K,Blue,33.0,1.0,1.0,1.0,8712.0,991.0,7721.0,0.615,14512.0,115.0,0.769,0.114,3.5437e-05,0.99996
9733,711096633.0,Attrited Customer,37.0,F,2.0,Uneducated,Unknown,Less than $40K,Silver,29.0,5.0,2.0,6.0,12203.0,0.0,12203.0,0.9,8600.0,94.0,0.843,0.0,0.99892,0.00108359
9734,716816583.0,Existing Customer,61.0,M,0.0,Graduate,Married,$60K - $80K,Blue,48.0,1.0,3.0,1.0,15483.0,2148.0,13335.0,0.738,14463.0,94.0,0.774,0.139,9.3087e-05,0.99991
9735,719841708.0,Existing Customer,45.0,M,0.0,Uneducated,Single,,Blue,36.0,1.0,4.0,3.0,20356.0,2031.0,18325.0,0.752,15180.0,121.0,0.806,0.1,0.00032257,0.99968
9736,708555633.0,Existing Customer,32.0,F,1.0,High School,Single,Less than $40K,Blue,16.0,2.0,3.0,1.0,3548.0,2517.0,1031.0,0.818,15157.0,97.0,0.865,0.709,9.8983e-05,0.9999
9737,714638883.0,Existing Customer,31.0,M,0.0,Graduate,Single,$40K - $60K,Blue,36.0,2.0,3.0,3.0,4661.0,1835.0,2826.0,0.999,14257.0,110.0,0.964,0.394,0.0002596,0.99974
9738,809147283.0,Existing Customer,43.0,F,5.0,Graduate,Married,Less than $40K,Gold,38.0,2.0,2.0,1.0,15987.0,1372.0,14615.0,0.649,15058.0,109.0,0.912,0.086,8.1644e-05,0.99992
9739,708197358.0,Attrited Customer,,M,2.0,Uneducated,Unknown,$80K - $120K,Blue,48.0,4.0,1.0,3.0,30543.0,264.0,30279.0,0.882,7784.0,63.0,0.703,0.009,0.98961,0.01039
9740,757247808.0,Attrited Customer,42.0,F,3.0,Graduate,Married,Less than $40K,Blue,35.0,2.0,4.0,3.0,5230.0,2517.0,2713.0,0.937,9495.0,61.0,0.605,0.481,0.99737,0.0026282
9741,820922733.0,Existing Customer,43.0,M,2.0,Graduate,Married,$80K - $120K,Blue,38.0,2.0,1.0,2.0,34516.0,0.0,34516.0,0.674,14160.0,124.0,0.771,0.0,5.5077e-05,0.99994
9742,807977808.0,Existing Customer,39.0,F,2.0,Graduate,Single,Less than $40K,Blue,,1.0,3.0,3.0,3246.0,2517.0,729.0,0.722,13671.0,103.0,0.689,0.775,0.00030251,0.9997
9743,712863183.0,Existing Customer,46.0,F,3.0,Graduate,Married,$40K - $60K,Blue,38.0,2.0,3.0,3.0,10018.0,829.0,9189.0,0.844,13819.0,114.0,0.81,0.083,0.0003139,0.99969
9744,778825908.0,Existing Customer,43.0,F,2.0,Unknown,Single,Less than $40K,Silver,24.0,1.0,1.0,3.0,10272.0,1523.0,8749.0,0.869,14321.0,113.0,0.794,0.148,9.2006e-05,0.99991
9745,713379258.0,Existing Customer,32.0,F,1.0,High School,Married,Less than $40K,Blue,,1.0,1.0,2.0,4097.0,1293.0,2804.0,0.671,15925.0,,0.786,0.316,5.0256e-05,0.99995
9746,710232483.0,Existing Customer,49.0,F,1.0,Uneducated,Married,Unknown,Blue,36.0,2.0,3.0,2.0,19846.0,2162.0,17684.0,0.602,16908.0,122.0,0.694,0.109,0.0001736,0.99983
9747,710170758.0,Attrited Customer,32.0,M,0.0,Post-Graduate,Married,$60K - $80K,Blue,25.0,6.0,2.0,2.0,4469.0,2331.0,2138.0,1.006,8314.0,67.0,0.763,0.522,0.99137,0.00863
9748,803421108.0,Existing Customer,49.0,M,4.0,Graduate,Single,$80K - $120K,Blue,43.0,1.0,2.0,2.0,20701.0,2517.0,18184.0,1.023,14374.0,113.0,0.823,0.122,0.00011937,0.99988
9749,792152283.0,Existing Customer,54.0,M,3.0,Graduate,Married,$120K +,Blue,48.0,1.0,3.0,2.0,8426.0,0.0,8426.0,0.96,14378.0,103.0,0.717,0.0,0.00018665,0.99981
9750,717291333.0,Existing Customer,38.0,M,3.0,Uneducated,Married,$80K - $120K,Blue,29.0,2.0,2.0,2.0,16722.0,0.0,16722.0,0.719,15110.0,113.0,0.823,0.0,0.00012144,0.99988
9751,714928158.0,Existing Customer,60.0,M,0.0,High School,Single,$80K - $120K,,36.0,1.0,2.0,3.0,34516.0,806.0,33710.0,0.755,13434.0,102.0,0.672,0.023,0.0001443,0.99986
9752,780511683.0,Attrited Customer,47.0,M,3.0,Graduate,Single,$40K - $60K,Blue,34.0,4.0,3.0,3.0,4413.0,,4181.0,,7869.0,76.0,0.767,0.053,0.99683,0.00317458
9753,772491333.0,Existing Customer,31.0,F,,Post-Graduate,Married,Less than $40K,Blue,21.0,2.0,1.0,2.0,,2005.0,3337.0,0.682,14738.0,94.0,0.709,0.375,6.083e-05,0.99994
9754,719847108.0,Attrited Customer,52.0,M,1.0,Unknown,Married,$40K - $60K,Blue,36.0,4.0,3.0,3.0,8455.0,2517.0,5938.0,0.809,8124.0,73.0,1.028,0.298,0.99681,0.00319278
9755,808045833.0,Existing Customer,49.0,M,3.0,Uneducated,Single,Less than $40K,Blue,44.0,2.0,3.0,2.0,,1698.0,5961.0,0.992,15860.0,105.0,0.75,0.222,0.00019191,0.99981
9756,708385533.0,Attrited Customer,49.0,F,1.0,Graduate,Married,Less than $40K,Silver,36.0,2.0,3.0,3.0,11059.0,0.0,11059.0,0.99,9524.0,80.0,0.905,0.0,0.99612,0.0038814
9757,770205708.0,Existing Customer,,M,0.0,Unknown,Married,Less than $40K,Blue,25.0,2.0,3.0,0.0,,0.0,4093.0,0.697,15495.0,112.0,,0.0,6.2588e-05,0.99994
9758,719379858.0,Attrited Customer,39.0,M,1.0,Graduate,Married,$80K - $120K,Blue,36.0,2.0,2.0,3.0,24239.0,0.0,24239.0,0.94,8549.0,73.0,0.78,0.0,0.99447,0.00553
9759,709657533.0,Attrited Customer,44.0,M,3.0,High School,Unknown,$120K +,Blue,36.0,2.0,3.0,2.0,7793.0,2270.0,5523.0,0.945,8260.0,54.0,0.5,0.291,0.99452,0.00548
9760,798788958.0,Existing Customer,32.0,M,1.0,High School,Single,$80K - $120K,Blue,26.0,2.0,3.0,2.0,6407.0,1130.0,5277.0,0.756,14471.0,93.0,0.603,0.176,0.00016413,0.99984
9761,720011958.0,Existing Customer,57.0,M,2.0,High School,,$60K - $80K,Blue,36.0,2.0,3.0,3.0,6024.0,1532.0,4492.0,0.867,15763.0,97.0,0.83,0.254,0.00029408,0.99971
9762,708982158.0,Existing Customer,48.0,F,2.0,Graduate,Single,Less than $40K,Blue,36.0,2.0,2.0,3.0,,2122.0,1230.0,0.701,14802.0,106.0,0.797,0.633,0.00019143,0.99981
9763,710803983.0,Existing Customer,44.0,M,1.0,Unknown,Married,$80K - $120K,Blue,33.0,2.0,3.0,1.0,32222.0,0.0,32222.0,0.844,14220.0,95.0,0.61,0.0,0.00011192,0.99989
9764,719768658.0,Existing Customer,31.0,F,0.0,,Married,Unknown,Silver,24.0,2.0,3.0,1.0,34516.0,2032.0,32484.0,0.82,14544.0,,0.705,0.059,8.1774e-05,0.99992
9765,711355908.0,Existing Customer,44.0,F,3.0,Graduate,Unknown,Unknown,Silver,36.0,2.0,3.0,3.0,34516.0,941.0,33575.0,0.659,12042.0,117.0,0.857,0.027,0.00028364,0.99972
9766,813153108.0,Existing Customer,49.0,M,4.0,College,Married,$80K - $120K,Blue,44.0,2.0,3.0,3.0,31091.0,966.0,30125.0,0.57,14565.0,108.0,0.742,0.031,0.00030845,0.99969
9767,712487883.0,Attrited Customer,54.0,M,5.0,High School,Married,$80K - $120K,Blue,48.0,2.0,1.0,3.0,7464.0,0.0,7464.0,0.865,9071.0,74.0,1.0,0.0,0.98936,0.01064
9768,753220383.0,Attrited Customer,29.0,M,0.0,Graduate,Single,$120K +,Blue,22.0,2.0,2.0,3.0,11722.0,0.0,11722.0,0.778,8302.0,78.0,0.902,0.0,,0.00605
9769,708340758.0,Attrited Customer,41.0,M,4.0,High School,Married,Less than $40K,Blue,32.0,2.0,3.0,3.0,7769.0,0.0,7769.0,0.943,8109.0,74.0,0.762,0.0,0.99677,0.00323086
9770,720852108.0,Existing Customer,46.0,M,4.0,High School,Divorced,$120K +,Blue,31.0,2.0,3.0,1.0,3569.0,1553.0,2016.0,0.798,16695.0,116.0,0.681,0.435,0.0001106,0.99989
9771,716728233.0,Existing Customer,47.0,F,4.0,High School,Married,Less than $40K,Blue,36.0,1.0,3.0,1.0,3216.0,1480.0,,0.733,14178.0,123.0,0.809,0.46,0.0001106,0.99989
9772,711863433.0,Existing Customer,30.0,M,1.0,Unknown,Unknown,Less than $40K,Blue,13.0,1.0,3.0,1.0,3789.0,1782.0,2007.0,0.85,15670.0,116.0,,0.47,0.00011192,0.99989
9773,779422458.0,Existing Customer,31.0,F,1.0,Unknown,,Less than $40K,Blue,13.0,2.0,2.0,3.0,3533.0,1206.0,2327.0,0.859,16339.0,120.0,0.579,0.341,0.00019751,0.9998
9774,715573758.0,Existing Customer,43.0,M,4.0,Uneducated,Married,$120K +,Silver,36.0,1.0,2.0,1.0,34516.0,1816.0,32700.0,0.995,15226.0,113.0,0.712,0.053,6.6879e-05,0.99993
9775,794530608.0,Existing Customer,52.0,M,2.0,Uneducated,Single,$80K - $120K,Blue,34.0,2.0,2.0,3.0,27229.0,0.0,27229.0,0.795,13264.0,120.0,0.667,0.0,0.00019683,0.9998
9776,718376583.0,Attrited Customer,52.0,M,2.0,Graduate,Divorced,$80K - $120K,Silver,,4.0,3.0,2.0,34516.0,751.0,33765.0,0.357,5806.0,40.0,0.429,0.022,0.99389,0.00611
9777,720827133.0,Attrited Customer,43.0,,3.0,Doctorate,Single,Less than $40K,Blue,30.0,1.0,2.0,2.0,6261.0,,5798.0,0.889,8132.0,64.0,0.6,0.074,0.99418,0.00582
9778,767414808.0,Existing Customer,57.0,F,0.0,Uneducated,Married,Less than $40K,Blue,51.0,2.0,3.0,3.0,6996.0,2092.0,4904.0,0.794,15017.0,120.0,0.765,0.299,0.00026692,0.99973
9779,718919433.0,Existing Customer,52.0,F,4.0,Graduate,Single,Less than $40K,Blue,36.0,2.0,3.0,3.0,4440.0,1149.0,3291.0,0.842,14973.0,112.0,0.723,0.259,0.00031726,0.99968
9780,708694983.0,Existing Customer,55.0,F,1.0,Uneducated,Unknown,Less than $40K,Blue,36.0,1.0,2.0,1.0,3150.0,2222.0,928.0,0.794,14750.0,96.0,0.655,0.705,6.6245e-05,0.99993
9781,719270358.0,Existing Customer,57.0,F,2.0,Doctorate,Divorced,$40K - $60K,Blue,,2.0,2.0,2.0,4288.0,1678.0,2610.0,0.643,15505.0,113.0,0.687,0.391,0.00016471,0.99984
